,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,-125.0,6.0,-156.0,44.0,56.0,37.0,-83.0,75.0,-3.0,-70.0,133.0,47.0,70.0,12.0,6.0
190846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,46.0,69.0,-103.0,159.0,19.0,17.0,-127.0,-7.0,57.0,11.0,2.0,6.0,18.0,-18.0,-3.0
190848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,49.0,54.0,-46.0,13.0,-10.0,11.0,95.0,-36.0,-14.0,-106.0,32.0,21.0,27.0,-14.0,3.0
190849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,41.0,-19.0,-82.0,124.0,71.0,49.0,-151.0,226.0,-101.0,8.0,-78.0,40.0,-21.0,-11.0,43.0
190852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.0,-26.0,-24.0,-33.0,15.0,-10.0,44.0,16.0,24.0,31.0,-132.0,-2.0,2.0,50.0,16.0,-14.0
190854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,7.0,39.0,-172.0,10.0,215.0,-28.0,7.0,20.0,8.0,-16.0,-28.0,24.0,3.0,-34.0,-7.0
190856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.0,62.0,-70.0,46.0,-21.0,6.0,-28.0,65.0,-61.0,162.0,92.0,102.0,85.0,-191.0,-43.0
190860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,78.0,-105.0,28.0,-3.0,88.0,-86.0,160.0,-28.0,-41.0,-12.0,-77.0,164.0,39.0,-94.0
190861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,72.0,98.0,-79.0,124.0,52.0,29.0,-43.0,-1.0,7.0,-139.0,-26.0,61.0,-100.0,-13.0
190872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.0,168.0,25.0,-13.0,99.0,57.0,49.0,-80.0,32.0,-14.0,-124.0,43.0,31.0,-47.0,-24.0
190875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,16.0,,,,,,,,,,,,,
190879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,56.0,,,,,,,,,,,,,
190883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,-79.0,,,,,,,,,,,,,
190885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,61.0,-71.0,21.0,34.0,19.0,28.0,-72.0,-26.0,79.0,-15.0,65.0,111.0,-8.0,9.0
190886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,20.0,,,,,,,,,,,,,
190887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,28.0,4.0,-9.0,-9.0,118.0,67.0,29.0,63.0,-247.0,283.0,45.0,58.0,71.0
190895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,100.0,-238.0,-10.0,152.0,51.0,32.0,92.0,9.0,-1.0,44.0,-26.0,-25.0,34.0,95.0
190904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,-103.0,177.0,33.0,32.0,-129.0,133.0,5.0,86.0,47.0,78.0,205.0,-102.0,32.0
190906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,-13.0,74.0,57.0,-86.0,8.0,76.0,51.0,39.0,-84.0,65.0,-4.0,-17.0,-5.0
190907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,-14.0,60.0,89.0,19.0,-44.0,-141.0,-62.0,59.0,81.0,136.0,-87.0,32.0,-46.0
190908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,-15.0,0.0,62.0,-104.0,-9.0,51.0,-9.0,-14.0,-20.0,61.0,15.0,-106.0
190912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,16.0,116.0,-88.0,41.0,23.0,88.0,78.0,15.0,45.0,-104.0,-47.0
190915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,58.0,117.0,15.0,21.0,118.0,-70.0,-21.0,-67.0,53.0,40.0,65.0,42.0
190916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,143.0,57.0,-21.0,-77.0,3.0,13.0,3.0,48.0,18.0,29.0,-59.0,46.0
190926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,115.0,85.0,-21.0,57.0,-39.0,52.0,-7.0,-42.0,56.0,-28.0,-52.0
190927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,24.0,25.0,-41.0,89.0,-40.0,4.0,-27.0,-15.0,77.0,184.0,63.0,-46.0
190928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-21.0,1.0,29.0,25.0,-1.0,103.0,-5.0,9.0,-113.0,6.0,-34.0,44.0
190936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,14.0,57.0,-17.0,11.0,51.0,-38.0,-75.0,-20.0,9.0,-10.0,-1.0,-1.0
190937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,88.0,163.0,57.0,47.0,-30.0,-144.0,143.0,-7.0,-18.0,-100.0,46.0,26.0
190938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,221.0,47.0,-44.0,-10.0,10.0,33.0,52.0,-81.0,-139.0,-62.0,-26.0,54.0
190942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,9.0,27.0,139.0,-43.0,69.0,-81.0,73.0,30.0,11.0,66.0,-1.0,36.0
190948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,-4.0,-26.0,-9.0,54.0,63.0,-98.0,-19.0,58.0,49.0,18.0,9.0
190949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,263.0,-197.0,42.0,-89.0,-13.0,35.0,34.0,109.0,96.0,-89.0,66.0,-28.0
190953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,135.0,-30.0,-128.0,48.0,-18.0,-123.0,92.0,-5.0,98.0,-4.0,-14.0,-66.0
190954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,215.0,8.0,-186.0,-23.0,-5.0,-19.0,3.0,-4.0,-5.0,120.0,65.0,25.0
190955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,50.0,-26.0,-40.0,44.0,62.0,-22.0,19.0,23.0,28.0,59.0,-26.0,
190956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,20.0,204.0,63.0,-7.0,-33.0,7.0,76.0,62.0,31.0,-42.0,54.0,-27.0
190957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,79.0,-6.0,-172.0,9.0,27.0,-80.0,123.0,38.0,101.0,32.0,-62.0,29.0
190960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,146.0,-96.0,-50.0,41.0,9.0,-12.0,-7.0,-30.0,56.0,226.0,65.0,39.0
190962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,10.0,-12.0,71.0,-63.0,150.0,64.0,39.0,11.0,74.0,34.0,22.0,-6.0
190964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,140.0,38.0,56.0,32.0,-43.0,2.0,-17.0,82.0,35.0,12.0,-14.0,33.0
190965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,9.0,10.0,-46.0,-25.0,72.0,-20.0,-56.0,12.0,12.0,52.0,-15.0,-5.0
190966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,5.0,0.0,33.0,28.0,62.0,14.0,-138.0,31.0,47.0,33.0,-20.0,-14.0
190968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,113.0,-95.0,22.0,-30.0,183.0,-126.0,-37.0,-18.0,7.0,41.0,85.0,-21.0
190969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,104.0,25.0,-18.0,-107.0,-5.0,66.0,16.0,-43.0,43.0,28.0,-49.0,16.0
190970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.0,3.0,81.0,47.0,-9.0,4.0,37.0,-67.0,157.0,2.0,6.0,-155.0,-60.0
190983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,-15.0,,,,,,,,,
190987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,-3.0,2.0,0.0,-1.0,-1.0,43.0,6.0,-21.0,21.0,-13.0
190991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,-9.0,1.0,103.0,-83.0,-20.0,61.0,-50.0,23.0,-35.0,3.0
190992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,107.0,-275.0,6.0,0.0,15.0,-19.0,26.0,31.0,-59.0,7.0
191006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,-36.0,-52.0,-28.0,113.0,-17.0,-94.0,168.0,26.0,-24.0,2.0
191009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,78.0,-239.0,8.0,-25.0,47.0,-60.0,0.0,46.0,6.0,1.0
191018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,-22.0,-22.0,21.0,33.0,20.0,-46.0,-107.0,141.0,-11.0,4.0
191024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,17.0,-7.0,211.0,75.0,23.0,-56.0,-49.0,-37.0,-74.0,-9.0
191025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,24.0,-18.0,-26.0,46.0,23.0,23.0,36.0,42.0,4.0,36.0
191026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,5.0,11.0,-26.0,21.0,-2.0,-6.0,54.0,22.0,-6.0,26.0
191027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,-82.0,-129.0,1.0,10.0,3.0,-12.0,62.0,36.0,-102.0,45.0
191035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,111.0,-189.0,29.0,-45.0,99.0,-107.0,241.0,33.0,-15.0,-44.0
191036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,53.0,-116.0,-3.0,-19.0,19.0,55.0,17.0,27.0,36.0,-55.0
191051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,-105.0,132.0,-211.0,-2.0,44.0,-18.0,-5.0,-34.0,-4.0
191053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.0,-22.0,38.0,45.0,-56.0,43.0,8.0,22.0,38.0,31.0
191054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,-68.0,39.0,22.0,-27.0,-8.0,-34.0,-42.0,5.0,34.0
191056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,-9.0,-33.0,80.0,-189.0,51.0,115.0,-57.0,90.0,4.0
191057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.0,-16.0,90.0,-81.0,-11.0,11.0,120.0,-33.0,99.0,63.0
191058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,32.0,-75.0,6.0,29.0,-25.0,39.0,-29.0,-18.0
191059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,21.0,34.0,58.0,8.0,2.0,-62.0,-11.0,-29.0,146.0
191065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,4.0,59.0,54.0,61.0,-52.0,39.0,40.0,-36.0,23.0
191072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.0,2.0,9.0,79.0,-23.0,-9.0,99.0,39.0,14.0,-193.0
191076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,-42.0,81.0,29.0,-89.0,51.0,13.0,12.0,21.0,-68.0
191080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,15.0,-44.0,-22.0,9.0,154.0,47.0,-54.0,-26.0,-6.0
191081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,-25.0,14.0,37.0,18.0,21.0,-87.0,8.0,11.0,-22.0
191082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,-13.0,43.0,35.0,26.0,34.0,-1.0,34.0,5.0,20.0
191090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,48.0,-53.0,15.0,39.0,50.0,-20.0,75.0,-34.0,29.0
191092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-1.0,2.0,-4.0,4.0,-4.0,127.0,-20.0,13.0,25.0
191093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,58.0,-38.0,12.0,-31.0,8.0,48.0,8.0,39.0,-15.0
191094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,53.0,18.0,-34.0,3.0,-9.0,14.0,55.0,-59.0,-19.0
191096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.0,15.0,52.0,34.0,34.0,58.0,81.0,42.0,52.0,35.0
191097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-53.0,-27.0,-36.0,77.0,-77.0,184.0,178.0,-64.0,-22.0
191098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,-114.0,194.0,14.0,4.0,91.0,8.0,20.0,13.0,-2.0
191102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112.0,-3.0,170.0,95.0,7.0,-265.0,253.0,7.0,8.0,39.0
191103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,48.0,-80.0,-103.0,83.0,-81.0,125.0,-7.0,-32.0,53.0
191105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,34.0,-31.0,91.0,38.0,-146.0,169.0,204.0,-21.0,-52.0
191107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.0,20.0,2.0,-47.0,-13.0,8.0,-7.0,24.0,-25.0,107.0
191108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,58.0,-31.0,-7.0,-18.0,-2.0,0.0,14.0,3.0,9.0
191116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.0,-10.0,13.0,-12.0,17.0,-18.0,33.0,4.0,29.0,-1.0
191118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.0,228.0,-87.0,58.0,227.0,-14.0,131.0,-36.0,58.0
191120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.0,81.0,33.0,-29.0,237.0,-76.0,47.0,22.0,31.0
191121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,203.0,-75.0,11.0,30.0,70.0,41.0,-59.0,33.0
191125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,-5.0,37.0,12.0,-51.0,89.0,-24.0,99.0,54.0
191131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,32.0,14.0,-84.0,0.0,12.0,-2.0,55.0,-1.0
191134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,255.0,-36.0,79.0,22.0,38.0,27.0,-3.0,9.0
191135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,3.0,13.0,-11.0,14.0,-3.0,18.0,-12.0,55.0
191136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,6.0,26.0,-22.0,25.0,16.0,82.0,24.0,-104.0
191137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,109.0,106.0,-20.0,23.0,-71.0,36.0,-11.0,-6.0
191138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0,153.0,-2.0,-8.0,58.0,-48.0,22.0,-45.0,-156.0
191139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.0,1.0,1.0,5.0,-3.0,122.0,31.0,-6.0,-139.0
191140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,108.0,19.0,136.0,14.0,40.0,-9.0,-3.0,47.0
191141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,137.0,-2.0,178.0,42.0,-102.0,-151.0,-32.0,-7.0
191142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,-22.0,-3.0,-2.0,2.0,59.0,39.0,-89.0
191145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,-7.0,187.0,-152.0,-11.0,39.0,107.0,
191146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.0,4.0,88.0,-29.0,6.0,63.0,54.0,32.0,-5.0
191150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,23.0,66.0,-10.0,-56.0,41.0,-14.0,63.0,-133.0
191153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,-80.0,-2.0,56.0,78.0,-91.0,-36.0
191154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.0,40.0,207.0,3.0,9.0,-47.0,13.0
191160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,16.0,46.0,11.0,40.0,10.0,5.0
191196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,37.0,-51.0,-23.0,39.0,-16.0,27.0
191201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-2.0,0.0,63.0,0.0,-2.0,70.0
191216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,-66.0,8.0,141.0,28.0,-88.0,7.0
191220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,-85.0,72.0,34.0,43.0,-51.0,-109.0
191222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,-14.0,33.0,73.0,-68.0,56.0
191223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,41.0,-11.0,48.0,17.0,-45.0
191224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,36.0,41.0,22.0,13.0,-63.0
191225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,-44.0,57.0,56.0,144.0,8.0
191226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,-27.0,-67.0,55.0,11.0,-58.0
191228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,-33.0,81.0,-35.0,28.0,-80.0
191230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.0,6.0,59.0,-83.0,85.0,-44.0
191231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,205.0,33.0,53.0,-39.0,-39.0
191232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,-37.0,90.0,28.0,106.0,-320.0
191234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,-181.0,79.0,5.0,4.0,-93.0
191236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,26.0,41.0,58.0,-111.0,31.0
191238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,56.0,44.0,-63.0,69.0,-115.0
191239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,122.0,81.0,12.0,66.0,-15.0
191240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,46.0,-54.0,-3.0,4.0,10.0
191241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,12.0,-35.0,2.0,2.0,9.0
191244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,78.0,-22.0,23.0,42.0,53.0
191245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,125.0,7.0,-50.0,-19.0,1.0
191247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,12.0,-20.0,-9.0,141.0,-112.0
191248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,30.0,39.0,31.0,38.0,69.0
191249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,-280.0,106.0,36.0,65.0,-188.0
191250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,-52.0,6.0,-14.0,29.0,33.0
191251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0,-40.0,18.0,-13.0,19.0,-24.0
191252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.0,53.0,47.0,76.0,-54.0,-188.0
191253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-103.0,-21.0,108.0,5.0,4.0,-126.0
191260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,-82.0,114.0,42.0,21.0,12.0
191262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,-86.0,67.0,-38.0,64.0,-68.0
191263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,249.0,15.0,-68.0,-25.0,4.0
191264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.0,31.0,63.0,66.0,60.0,32.0
191267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,10.0,5.0,16.0,-58.0
191268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,9.0,18.0,-22.0,41.0
191269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,89.0,54.0,-41.0,21.0
191270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,147.0,103.0,-29.0,91.0
