,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190048,13.0,-37.0,-40.0,-30.0,-46.0,4.0,72.0,64.0,-14.0,12.0,7.0,13.0,-18.0,7.0,-53.0,45.0,6.0,86.0,-47.0,60.0,-51.0,-38.0,54.0,9.0,-36.0,17.0,-4.0,18.0,-31.0,-15.0,-6.0,7.0,-17.0,-4.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
190050,21.0,100.0,-78.0,0.0,39.0,-30.0,8.0,-6.0,11.0,10.0,66.0,-13.0,-95.0,24.0,-69.0,45.0,-31.0,26.0,-15.0,52.0,-75.0,-21.0,17.0,57.0,-35.0,-56.0,27.0,10.0,-63.0,-18.0,-4.0,-14.0,-2.0,19.0,-13.0,-30.0,17.0,96.0,-16.0,71.0,-30.0,-43.0,26.0,-62.0,-31.0,40.0,-48.0,-39.0,-32.0,16.0,37.0,22.0,3.0,1.0,-12.0,-19.0,28.0,-4.0,11.0,-13.0
190051,164.0,48.0,56.0,21.0,57.0,3.0,47.0,4.0,0.0,8.0,10.0,3.0,-4.0,-37.0,-18.0,-83.0,44.0,-105.0,103.0,20.0,-3.0,3.0,79.0,-15.0,-19.0,37.0,59.0,-21.0,-96.0,28.0,64.0,15.0,21.0,-5.0,12.0,-1.0,5.0,-81.0,5.0,8.0,68.0,-37.0,-9.0,17.0,-6.0,8.0,-9.0,-15.0,8.0,-51.0,-72.0,35.0,29.0,41.0,110.0,-5.0,-133.0,-11.0,-56.0,49.0
190052,-95.0,70.0,-27.0,25.0,-64.0,-76.0,-16.0,131.0,-33.0,-1.0,22.0,41.0,-46.0,-22.0,-13.0,39.0,-25.0,-26.0,16.0,83.0,-76.0,12.0,-16.0,26.0,-52.0,51.0,-23.0,-193.0,197.0,-126.0,2.0,7.0,-87.0,38.0,99.0,-124.0,-31.0,115.0,-100.0,44.0,141.0,31.0,-92.0,40.0,-25.0,-19.0,5.0,,,,,,,,,,,,,
190053,-6.0,44.0,-18.0,-53.0,83.0,-12.0,19.0,-7.0,11.0,20.0,-27.0,-17.0,-10.0,7.0,-2.0,45.0,-23.0,33.0,-58.0,39.0,-38.0,-32.0,0.0,1.0,-40.0,35.0,-40.0,-14.0,-23.0,13.0,13.0,48.0,18.0,-10.0,-6.0,3.0,-31.0,-31.0,-66.0,-79.0,17.0,36.0,138.0,76.0,-31.0,-30.0,43.0,12.0,-4.0,14.0,37.0,-35.0,-89.0,48.0,51.0,38.0,-26.0,38.0,15.0,3.0
190055,16.0,-15.0,-39.0,71.0,-65.0,11.0,-18.0,78.0,-75.0,13.0,-9.0,22.0,-14.0,13.0,-22.0,56.0,-20.0,13.0,-7.0,51.0,-50.0,48.0,24.0,52.0,-96.0,1.0,19.0,4.0,39.0,-42.0,-5.0,51.0,18.0,12.0,-18.0,41.0,-64.0,-210.0,17.0,-61.0,83.0,-65.0,38.0,-16.0,25.0,-1.0,38.0,124.0,-53.0,-62.0,9.0,95.0,-96.0,-78.0,-17.0,17.0,17.0,-30.0,-74.0,17.0
190057,3.0,45.0,-36.0,17.0,30.0,-7.0,10.0,23.0,-28.0,11.0,6.0,37.0,-35.0,-20.0,9.0,3.0,-10.0,-7.0,19.0,14.0,93.0,-32.0,-56.0,71.0,-38.0,-53.0,-23.0,13.0,-39.0,10.0,128.0,-156.0,-3.0,12.0,12.0,-60.0,48.0,-11.0,-31.0,-15.0,95.0,-54.0,53.0,-10.0,61.0,-75.0,-77.0,57.0,-17.0,-1.0,29.0,6.0,1.0,17.0,14.0,51.0,-9.0,152.0,-102.0,-71.0
190062,66.0,38.0,-21.0,26.0,-15.0,81.0,-50.0,34.0,-20.0,86.0,16.0,68.0,-74.0,15.0,-8.0,3.0,10.0,25.0,28.0,-14.0,-63.0,-51.0,88.0,110.0,-146.0,-44.0,50.0,117.0,-93.0,-82.0,0.0,58.0,-24.0,20.0,30.0,9.0,13.0,-223.0,97.0,-59.0,-14.0,35.0,4.0,57.0,9.0,-26.0,27.0,65.0,33.0,65.0,-68.0,-16.0,20.0,-38.0,3.0,2.0,6.0,16.0,1.0,39.0
190063,5.0,41.0,-31.0,17.0,16.0,-8.0,22.0,32.0,-15.0,-11.0,-4.0,-13.0,-47.0,-15.0,-20.0,27.0,27.0,-51.0,115.0,-95.0,61.0,-83.0,19.0,58.0,34.0,-77.0,23.0,73.0,-36.0,42.0,-99.0,-30.0,51.0,84.0,-47.0,20.0,2.0,-15.0,26.0,30.0,-76.0,14.0,60.0,-28.0,31.0,-34.0,-1.0,-49.0,-21.0,40.0,74.0,-46.0,-7.0,11.0,15.0,-25.0,7.0,-32.0,14.0,9.0
190064,38.0,105.0,15.0,-12.0,16.0,-45.0,-22.0,36.0,18.0,23.0,6.0,-40.0,-39.0,-20.0,23.0,-6.0,-7.0,7.0,-34.0,43.0,43.0,-51.0,44.0,-27.0,-151.0,33.0,-24.0,208.0,42.0,44.0,-55.0,-24.0,52.0,-73.0,21.0,56.0,-64.0,-35.0,6.0,4.0,22.0,-40.0,-20.0,42.0,16.0,11.0,-32.0,10.0,12.0,-6.0,-43.0,35.0,12.0,33.0,44.0,69.0,-62.0,-28.0,-8.0,-183.0
190065,-17.0,41.0,-32.0,44.0,-15.0,3.0,-39.0,64.0,-44.0,-31.0,49.0,81.0,-54.0,-17.0,-77.0,65.0,-1.0,-30.0,-1.0,37.0,-26.0,-29.0,26.0,152.0,-132.0,-55.0,52.0,97.0,-121.0,-24.0,-7.0,63.0,-19.0,-19.0,9.0,-21.0,8.0,-107.0,-35.0,-43.0,51.0,-19.0,15.0,17.0,24.0,4.0,51.0,29.0,-33.0,-7.0,-42.0,-2.0,45.0,-59.0,52.0,22.0,-11.0,0.0,50.0,-31.0
190069,89.0,-341.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190070,-97.0,65.0,-336.0,149.0,60.0,-17.0,40.0,48.0,37.0,41.0,-24.0,1.0,6.0,28.0,-31.0,-169.0,14.0,48.0,57.0,44.0,70.0,-8.0,-7.0,52.0,22.0,69.0,-103.0,68.0,-76.0,29.0,-64.0,20.0,7.0,-59.0,-43.0,26.0,51.0,-1.0,33.0,-116.0,43.0,-81.0,64.0,20.0,-29.0,-28.0,65.0,82.0,55.0,29.0,13.0,81.0,-39.0,-22.0,27.0,-11.0,-11.0,7.0,40.0,10.0
190074,-292.0,-101.0,210.0,31.0,30.0,15.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190078,15.0,28.0,-222.0,204.0,49.0,-68.0,16.0,-99.0,22.0,67.0,16.0,-22.0,36.0,-10.0,65.0,-21.0,-76.0,-7.0,6.0,51.0,131.0,-191.0,-9.0,51.0,-116.0,-24.0,-25.0,119.0,-117.0,-14.0,13.0,19.0,39.0,-38.0,42.0,6.0,-49.0,69.0,-121.0,22.0,69.0,7.0,24.0,-6.0,-12.0,-16.0,-14.0,40.0,14.0,42.0,-20.0,139.0,-132.0,-86.0,74.0,2.0,-76.0,32.0,23.0,-11.0
190080,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190084,26.0,-41.0,27.0,-44.0,65.0,-9.0,-17.0,-12.0,-43.0,12.0,30.0,-25.0,-26.0,73.0,-72.0,-152.0,-158.0,13.0,42.0,-161.0,17.0,33.0,39.0,-71.0,66.0,5.0,81.0,11.0,30.0,-4.0,-158.0,12.0,68.0,-31.0,-93.0,-1.0,31.0,89.0,-67.0,62.0,39.0,-12.0,7.0,67.0,-9.0,-27.0,39.0,,,,,,,,,,,,,
190085,85.0,-19.0,-12.0,57.0,14.0,-18.0,78.0,-28.0,33.0,-1.0,55.0,40.0,-49.0,-1.0,-23.0,43.0,-25.0,23.0,9.0,36.0,-33.0,49.0,-26.0,-41.0,13.0,0.0,2.0,-39.0,40.0,-38.0,15.0,31.0,7.0,-22.0,14.0,2.0,25.0,-47.0,38.0,-32.0,-12.0,25.0,-21.0,-10.0,59.0,5.0,-92.0,32.0,-27.0,-7.0,-5.0,-85.0,42.0,-67.0,23.0,2.0,28.0,-18.0,-13.0,-17.0
190087,54.0,-24.0,-13.0,-71.0,91.0,-9.0,15.0,172.0,-160.0,90.0,-35.0,-16.0,8.0,48.0,-16.0,47.0,-13.0,62.0,-43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190088,-44.0,22.0,-42.0,3.0,9.0,-37.0,26.0,83.0,-50.0,-28.0,24.0,10.0,-44.0,19.0,10.0,-3.0,-19.0,-62.0,-150.0,-250.0,36.0,99.0,27.0,46.0,56.0,-145.0,8.0,51.0,43.0,-146.0,224.0,70.0,44.0,73.0,119.0,69.0,-91.0,-56.0,-147.0,-132.0,-7.0,-9.0,36.0,53.0,59.0,41.0,-5.0,8.0,-15.0,-33.0,-25.0,27.0,-2.0,-34.0,-56.0,-26.0,33.0,10.0,-32.0,-145.0
190089,-4.0,-72.0,88.0,-41.0,67.0,10.0,42.0,-120.0,-141.0,119.0,6.0,54.0,84.0,-50.0,13.0,-17.0,24.0,-26.0,19.0,38.0,-16.0,-17.0,45.0,-1.0,-33.0,68.0,-51.0,-16.0,9.0,12.0,14.0,30.0,106.0,-32.0,-91.0,107.0,-115.0,22.0,-227.0,20.0,3.0,39.0,10.0,0.0,-81.0,74.0,-76.0,,,,,,,,,,,,,
190090,13.0,-173.0,-34.0,-53.0,80.0,35.0,36.0,-86.0,118.0,-32.0,9.0,22.0,41.0,-106.0,-20.0,-7.0,-8.0,0.0,7.0,-87.0,-29.0,-46.0,-1.0,-88.0,137.0,44.0,34.0,48.0,-8.0,-99.0,3.0,67.0,47.0,52.0,9.0,-79.0,-33.0,-60.0,128.0,5.0,-25.0,99.0,48.0,101.0,-60.0,78.0,-17.0,4.0,12.0,-60.0,-32.0,23.0,-10.0,119.0,-92.0,42.0,-46.0,-22.0,-65.0,14.0
190091,48.0,-70.0,-17.0,73.0,-18.0,38.0,108.0,-12.0,86.0,-1.0,22.0,40.0,4.0,54.0,62.0,-64.0,-6.0,29.0,6.0,-1.0,-12.0,55.0,-18.0,-10.0,-90.0,-8.0,-40.0,-69.0,-35.0,54.0,-3.0,-55.0,-224.0,53.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,
190092,9.0,-63.0,62.0,-21.0,61.0,-34.0,-14.0,44.0,-56.0,47.0,82.0,-56.0,40.0,-46.0,29.0,31.0,-30.0,97.0,-146.0,-47.0,-6.0,57.0,-56.0,58.0,-49.0,69.0,-39.0,103.0,-103.0,-33.0,0.0,17.0,0.0,-17.0,-2.0,7.0,52.0,-8.0,-4.0,52.0,-54.0,32.0,-34.0,-31.0,35.0,-10.0,-5.0,-5.0,18.0,8.0,-36.0,46.0,-54.0,-56.0,23.0,-36.0,28.0,5.0,-17.0,-31.0
190093,-37.0,13.0,84.0,-91.0,87.0,57.0,-8.0,-30.0,49.0,8.0,-39.0,-101.0,143.0,-41.0,12.0,-274.0,40.0,145.0,-5.0,47.0,-59.0,9.0,161.0,36.0,151.0,-45.0,-125.0,-21.0,-123.0,52.0,26.0,35.0,0.0,-3.0,-101.0,37.0,21.0,-62.0,24.0,36.0,66.0,-12.0,-153.0,-106.0,60.0,-26.0,37.0,9.0,-19.0,-53.0,80.0,-14.0,18.0,41.0,-25.0,109.0,-31.0,-2.0,18.0,7.0
190096,-31.0,-93.0,113.0,-192.0,-24.0,68.0,24.0,4.0,-1.0,74.0,-34.0,1.0,8.0,28.0,-8.0,5.0,-2.0,-53.0,-10.0,10.0,-7.0,-7.0,28.0,-1.0,-25.0,-29.0,41.0,33.0,5.0,28.0,0.0,-94.0,86.0,-49.0,-9.0,-27.0,39.0,65.0,8.0,-47.0,60.0,73.0,-89.0,101.0,-44.0,-129.0,21.0,6.0,-25.0,12.0,38.0,,,,,,,,,
190097,4.0,-91.0,59.0,-57.0,38.0,56.0,29.0,-185.0,-27.0,-334.0,87.0,-69.0,88.0,97.0,18.0,34.0,23.0,-14.0,22.0,20.0,-14.0,71.0,-21.0,-115.0,16.0,30.0,10.0,17.0,18.0,20.0,-29.0,-25.0,41.0,84.0,-71.0,-34.0,-33.0,-88.0,40.0,74.0,-91.0,13.0,64.0,32.0,66.0,-37.0,6.0,-263.0,226.0,-8.0,27.0,,,,,,,,,
190098,64.0,20.0,101.0,27.0,6.0,-17.0,19.0,-18.0,53.0,10.0,-93.0,48.0,92.0,-198.0,289.0,-108.0,-12.0,34.0,-33.0,41.0,-4.0,-8.0,-16.0,28.0,20.0,-73.0,88.0,-24.0,-25.0,2.0,-38.0,-201.0,23.0,111.0,26.0,22.0,132.0,4.0,17.0,-93.0,144.0,-23.0,52.0,-68.0,-3.0,78.0,-68.0,3.0,35.0,10.0,-12.0,17.0,-22.0,45.0,41.0,1.0,18.0,49.0,75.0,-127.0
190105,42.0,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190108,93.0,51.0,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190109,105.0,1.0,-137.0,-22.0,63.0,-24.0,105.0,-78.0,-24.0,22.0,-28.0,38.0,-65.0,31.0,-7.0,227.0,-199.0,33.0,-53.0,236.0,-13.0,-267.0,63.0,13.0,9.0,49.0,75.0,-118.0,-8.0,19.0,-206.0,206.0,-138.0,78.0,195.0,-33.0,-51.0,-14.0,-48.0,-450.0,141.0,-107.0,44.0,31.0,-19.0,25.0,-12.0,-15.0,-28.0,82.0,-45.0,67.0,16.0,-22.0,47.0,-23.0,-3.0,30.0,-84.0,-95.0
190110,150.0,-27.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190111,-36.0,2.0,-9.0,147.0,-124.0,153.0,57.0,-158.0,61.0,37.0,-15.0,41.0,2.0,51.0,-29.0,-20.0,-20.0,-42.0,9.0,-112.0,-180.0,2.0,120.0,27.0,34.0,12.0,34.0,-117.0,120.0,15.0,-150.0,-163.0,55.0,0.0,8.0,-183.0,4.0,1.0,21.0,47.0,63.0,61.0,71.0,15.0,14.0,-163.0,176.0,,,,,,,,,,,,,
190114,13.0,16.0,-33.0,112.0,12.0,12.0,113.0,11.0,-95.0,20.0,31.0,8.0,-29.0,-18.0,11.0,1.0,-64.0,-83.0,146.0,-114.0,81.0,-15.0,1.0,-15.0,-30.0,46.0,-116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190115,75.0,116.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190117,-12.0,12.0,-3.0,150.0,-115.0,58.0,-86.0,60.0,-15.0,99.0,-106.0,-16.0,38.0,42.0,-32.0,-7.0,130.0,-88.0,-17.0,114.0,-129.0,177.0,-32.0,-118.0,88.0,58.0,-165.0,162.0,-90.0,-60.0,55.0,43.0,44.0,64.0,-65.0,15.0,39.0,-166.0,-88.0,-23.0,133.0,-6.0,-25.0,-143.0,8.0,-164.0,-39.0,-143.0,56.0,-8.0,-46.0,146.0,-107.0,34.0,140.0,-207.0,-38.0,12.0,0.0,-9.0
190118,15.0,17.0,29.0,-25.0,33.0,-11.0,-112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190119,180.0,46.0,-200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190120,-10.0,10.0,0.0,2.0,4.0,-9.0,-4.0,4.0,-5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190122,-198.0,-61.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190125,-14.0,-63.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190126,121.0,-513.0,97.0,-106.0,-10.0,134.0,81.0,1.0,82.0,33.0,-317.0,-32.0,2.0,80.0,170.0,44.0,103.0,9.0,2.0,8.0,81.0,-34.0,35.0,-47.0,-44.0,111.0,-101.0,-15.0,6.0,51.0,67.0,-52.0,5.0,-78.0,37.0,65.0,-25.0,19.0,0.0,-25.0,-78.0,25.0,57.0,-115.0,1.0,11.0,-73.0,,,,,,,,,,,,,
190127,73.0,-40.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190129,118.0,8.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190132,-31.0,-32.0,-359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190140,,7.0,34.0,29.0,36.0,84.0,23.0,28.0,78.0,-29.0,51.0,-37.0,17.0,49.0,-18.0,96.0,4.0,-32.0,40.0,-27.0,33.0,-72.0,11.0,18.0,0.0,-14.0,-6.0,-34.0,64.0,14.0,-16.0,76.0,-65.0,0.0,0.0,-32.0,-78.0,12.0,-3.0,-28.0,75.0,20.0,38.0,-70.0,76.0,2.0,-7.0,27.0,24.0,-42.0,22.0,79.0,-75.0,42.0,45.0,-12.0,-123.0,16.0,17.0,26.0
190143,,,16.0,-73.0,206.0,74.0,78.0,25.0,58.0,-22.0,-12.0,-35.0,55.0,-1.0,-27.0,39.0,40.0,14.0,-63.0,24.0,-23.0,-22.0,10.0,-3.0,1.0,32.0,-1.0,-20.0,64.0,-29.0,26.0,2.0,-21.0,-10.0,61.0,-12.0,-44.0,8.0,54.0,-26.0,26.0,-8.0,-12.0,3.0,-7.0,11.0,34.0,-33.0,13.0,-13.0,-32.0,25.0,-21.0,-19.0,-8.0,0.0,2.0,22.0,-18.0,85.0
190144,,,30.0,58.0,40.0,79.0,57.0,-4.0,113.0,2.0,-77.0,-14.0,84.0,17.0,19.0,-188.0,231.0,-11.0,27.0,47.0,-20.0,36.0,-85.0,2.0,-25.0,33.0,-11.0,29.0,-15.0,0.0,40.0,-135.0,36.0,69.0,-53.0,-88.0,29.0,4.0,-39.0,-20.0,10.0,58.0,-54.0,65.0,-13.0,-20.0,-12.0,67.0,46.0,-32.0,42.0,-10.0,-49.0,-21.0,-14.0,4.0,-20.0,-70.0,48.0,-255.0
190161,,,,,,-11.0,141.0,155.0,-87.0,60.0,68.0,-25.0,86.0,15.0,4.0,13.0,-16.0,43.0,11.0,-40.0,47.0,-3.0,-38.0,-21.0,29.0,-11.0,29.0,-24.0,87.0,45.0,-6.0,51.0,-46.0,37.0,-52.0,,,,,,,,,,,,,,,,,,,,,,,,,
190164,,,,,,74.0,30.0,97.0,57.0,12.0,86.0,80.0,-88.0,-19.0,63.0,-34.0,-132.0,98.0,64.0,-18.0,99.0,-4.0,-137.0,114.0,25.0,-85.0,-32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190168,,,,,,162.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190170,,,,,,36.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190176,,,,,,,22.0,12.0,42.0,59.0,33.0,42.0,27.0,-5.0,10.0,-17.0,0.0,19.0,-14.0,27.0,-4.0,23.0,62.0,-12.0,-6.0,-22.0,-1.0,20.0,27.0,11.0,-15.0,26.0,-18.0,21.0,-12.0,-118.0,-55.0,15.0,22.0,-10.0,43.0,-76.0,67.0,-118.0,19.0,-5.0,-70.0,7.0,65.0,-66.0,2.0,37.0,62.0,35.0,15.0,43.0,-19.0,8.0,2.0,-15.0
190184,,,,,,,,,,47.0,59.0,-140.0,-37.0,222.0,-267.0,136.0,24.0,84.0,7.0,-290.0,202.0,-104.0,97.0,50.0,113.0,-42.0,26.0,35.0,7.0,53.0,26.0,-103.0,-16.0,-9.0,-13.0,-19.0,24.0,77.0,63.0,-81.0,-4.0,-68.0,2.0,28.0,7.0,14.0,0.0,-3.0,44.0,-84.0,-5.0,-5.0,122.0,41.0,-84.0,-334.0,272.0,21.0,-56.0,-82.0
190185,,,,,,,,,,38.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190201,,,,,,,,,,33.0,-147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190208,,,,,,,,,,54.0,49.0,-39.0,93.0,18.0,5.0,80.0,-3.0,30.0,5.0,-13.0,45.0,-28.0,103.0,8.0,34.0,-43.0,46.0,-95.0,84.0,24.0,24.0,-66.0,-63.0,-12.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,
190210,,,,,,,,,,88.0,17.0,-180.0,242.0,53.0,4.0,10.0,-6.0,2.0,25.0,35.0,14.0,14.0,24.0,-34.0,54.0,-41.0,33.0,-35.0,-7.0,55.0,21.0,-4.0,1.0,11.0,6.0,-71.0,63.0,45.0,-16.0,19.0,-30.0,1.0,-10.0,31.0,-21.0,3.0,21.0,-3.0,11.0,-5.0,-2.0,65.0,4.0,7.0,40.0,31.0,14.0,-2.0,-21.0,-89.0
190218,,,,,,,,,,-3.0,18.0,230.0,139.0,-22.0,36.0,9.0,-26.0,74.0,-57.0,-61.0,121.0,25.0,2.0,-70.0,29.0,7.0,-57.0,-95.0,176.0,45.0,-71.0,22.0,6.0,10.0,-2.0,-46.0,12.0,-23.0,42.0,-68.0,-30.0,11.0,38.0,-32.0,81.0,12.0,0.0,-89.0,155.0,125.0,-114.0,41.0,-56.0,169.0,9.0,-11.0,-133.0,-12.0,-58.0,12.0
190222,,,,,,,,,,,296.0,1.0,150.0,-172.0,-12.0,13.0,2.0,35.0,41.0,-37.0,29.0,-22.0,-19.0,0.0,-6.0,72.0,-72.0,2.0,13.0,39.0,20.0,-80.0,1.0,12.0,32.0,32.0,-68.0,55.0,-1.0,-96.0,-27.0,2.0,-64.0,-23.0,18.0,-30.0,34.0,-13.0,-17.0,57.0,-40.0,19.0,10.0,-57.0,82.0,76.0,-5.0,-33.0,-16.0,43.0
190225,,,,,,,,,,,115.0,153.0,3.0,-13.0,-107.0,2.0,52.0,27.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190229,,,,,,,,,,,81.0,-147.0,66.0,80.0,-49.0,87.0,5.0,49.0,26.0,11.0,14.0,3.0,-11.0,-30.0,73.0,32.0,8.0,-37.0,67.0,145.0,58.0,79.0,-140.0,-55.0,-40.0,-189.0,48.0,-76.0,44.0,22.0,37.0,-10.0,-260.0,88.0,172.0,90.0,21.0,30.0,-32.0,-10.0,3.0,3.0,20.0,-18.0,6.0,-36.0,5.0,28.0,-9.0,-26.0
190230,,,,,,,,,,,91.0,-104.0,161.0,36.0,-116.0,150.0,25.0,126.0,75.0,-12.0,107.0,16.0,11.0,33.0,1.0,-31.0,-3.0,80.0,-51.0,46.0,10.0,-51.0,45.0,-24.0,10.0,87.0,-47.0,-12.0,29.0,6.0,-7.0,-42.0,70.0,-105.0,68.0,54.0,-85.0,-29.0,14.0,-14.0,12.0,53.0,-67.0,14.0,-36.0,98.0,-52.0,-22.0,14.0,52.0
190242,,,,,,,,,,,,,,45.0,154.0,5.0,-8.0,164.0,-98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190245,,,,,,,,,,,,,,47.0,-135.0,-16.0,-7.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190255,,,,,,,,,,,,,,25.0,76.0,56.0,20.0,39.0,-236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190256,,,,,,,,,,,,,,2.0,8.0,-148.0,49.0,32.0,16.0,156.0,-20.0,-7.0,29.0,36.0,7.0,46.0,-17.0,53.0,59.0,-51.0,-42.0,-16.0,19.0,-25.0,-13.0,-159.0,70.0,-1.0,79.0,-61.0,-10.0,28.0,-11.0,16.0,-71.0,42.0,58.0,6.0,6.0,-22.0,2.0,83.0,9.0,21.0,80.0,-201.0,119.0,95.0,73.0,-131.0
190264,,,,,,,,,,,,,,6.0,-11.0,109.0,93.0,50.0,71.0,-125.0,56.0,-13.0,49.0,25.0,23.0,-47.0,29.0,30.0,-63.0,-40.0,52.0,3.0,21.0,12.0,4.0,-68.0,41.0,11.0,25.0,-37.0,9.0,13.0,19.0,-18.0,25.0,18.0,-10.0,,,,,,,,,,,,,
190266,,,,,,,,,,,,,,11.0,54.0,53.0,14.0,51.0,91.0,-102.0,17.0,16.0,3.0,16.0,36.0,-9.0,61.0,-95.0,86.0,30.0,5.0,16.0,38.0,-4.0,-23.0,12.0,-36.0,-18.0,39.0,-7.0,70.0,-28.0,-6.0,-7.0,35.0,-30.0,-10.0,36.0,-6.0,9.0,24.0,-42.0,-5.0,-35.0,20.0,-7.0,-107.0,53.0,-4.0,-18.0
190268,,,,,,,,,,,,,,-76.0,46.0,196.0,-313.0,107.0,72.0,-179.0,87.0,28.0,-98.0,235.0,-26.0,38.0,-16.0,-11.0,3.0,149.0,35.0,-35.0,30.0,-19.0,10.0,14.0,68.0,-121.0,69.0,-6.0,-106.0,16.0,51.0,-5.0,11.0,22.0,37.0,67.0,-10.0,-5.0,-49.0,4.0,-27.0,51.0,-33.0,71.0,17.0,54.0,-88.0,-50.0
190269,,,,,,,,,,,,,,32.0,21.0,22.0,39.0,68.0,-33.0,55.0,75.0,-34.0,-26.0,-246.0,109.0,-220.0,64.0,54.0,4.0,44.0,6.0,-115.0,218.0,27.0,-46.0,58.0,-80.0,91.0,-10.0,72.0,15.0,-42.0,-8.0,153.0,-149.0,19.0,-39.0,50.0,-83.0,53.0,-17.0,23.0,1.0,-30.0,-202.0,3.0,12.0,21.0,42.0,35.0
190270,,,,,,,,,,,,,,,91.0,31.0,27.0,115.0,-10.0,20.0,-243.0,74.0,59.0,-42.0,34.0,20.0,66.0,27.0,78.0,12.0,29.0,-11.0,-50.0,2.0,28.0,-5.0,6.0,-6.0,16.0,-33.0,19.0,24.0,-82.0,113.0,-27.0,-44.0,12.0,7.0,-27.0,11.0,35.0,25.0,25.0,-40.0,-9.0,28.0,-27.0,9.0,-8.0,12.0
