,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110005,-16.0,37.0,27.0,-41.0,55.0,-33.0,21.0,-41.0,45.0,-5.0,0.0,20.0,-34.0,30.0,-3.0,-28.0,22.0,14.0,67.0,-107.0,25.0,-2.0,11.0,-59.0,46.0,-13.0,17.0,-52.0,44.0,30.0,-9.0,-20.0,14.0,5.0,-6.0,3.0,8.0,-22.0,31.0,-91.0,42.0,14.0,-6.0,2.0,0.0,1.0,8.0,-22.0,-24.0,-1.0,22.0,-63.0,78.0,12.0,-25.0,51.0,-81.0,12.0,38.0,-87.0
110006,-22.0,45.0,20.0,-42.0,38.0,17.0,-35.0,-15.0,15.0,15.0,-15.0,31.0,-34.0,22.0,15.0,-40.0,28.0,-7.0,-10.0,7.0,2.0,-5.0,29.0,-50.0,35.0,-8.0,13.0,-41.0,29.0,5.0,16.0,-22.0,1.0,19.0,23.0,-21.0,-1.0,-42.0,9.0,-43.0,30.0,14.0,14.0,-30.0,-16.0,27.0,22.0,6.0,-13.0,-36.0,31.0,44.0,-41.0,-25.0,4.0,-9.0,21.0,4.0,-35.0,5.0
110009,14.0,17.0,-2.0,-10.0,4.0,16.0,3.0,-17.0,11.0,32.0,-45.0,20.0,4.0,-2.0,-1.0,-6.0,17.0,18.0,-24.0,-4.0,11.0,1.0,3.0,-10.0,13.0,-15.0,21.0,-59.0,44.0,22.0,-14.0,1.0,-8.0,-3.0,-3.0,26.0,-24.0,258.0,-37.0,-52.0,50.0,-31.0,6.0,-9.0,3.0,14.0,4.0,-5.0,-4.0,-20.0,2.0,-24.0,13.0,21.0,-2.0,8.0,-20.0,1.0,2.0,-4.0
110012,-18.0,-14.0,1.0,-29.0,5.0,-24.0,23.0,-19.0,37.0,23.0,-21.0,-26.0,10.0,4.0,-5.0,8.0,-2.0,18.0,-23.0,-2.0,20.0,4.0,11.0,-39.0,44.0,-10.0,19.0,-59.0,50.0,34.0,-17.0,-8.0,9.0,26.0,-2.0,-3.0,26.0,12.0,16.0,-50.0,49.0,-25.0,-3.0,23.0,-20.0,28.0,-40.0,18.0,-17.0,-5.0,30.0,-39.0,21.0,-1.0,9.0,1.0,-4.0,-13.0,5.0,-19.0
110013,34.0,15.0,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110014,-39.0,-20.0,8.0,-3.0,12.0,-3.0,0.0,-16.0,22.0,11.0,4.0,-10.0,10.0,16.0,-14.0,-11.0,13.0,16.0,1.0,-25.0,13.0,14.0,6.0,-26.0,25.0,0.0,3.0,-24.0,35.0,-22.0,6.0,10.0,-3.0,25.0,-22.0,2.0,3.0,0.0,-11.0,-33.0,47.0,5.0,-19.0,8.0,-9.0,20.0,1.0,-26.0,6.0,-24.0,18.0,-5.0,2.0,-8.0,17.0,-9.0,-6.0,-10.0,8.0,-5.0
110015,-195.0,59.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110016,10.0,-1.0,15.0,-30.0,22.0,-10.0,1.0,-3.0,-6.0,16.0,-6.0,5.0,-6.0,16.0,-4.0,-16.0,20.0,7.0,0.0,-19.0,5.0,34.0,-43.0,22.0,7.0,10.0,16.0,-57.0,39.0,-1.0,26.0,-20.0,14.0,9.0,-15.0,-12.0,8.0,55.0,-25.0,24.0,-17.0,42.0,-42.0,67.0,176.0,-196.0,-5.0,-176.0,162.0,-37.0,4.0,-37.0,32.0,2.0,38.0,-208.0,196.0,-27.0,-23.0,27.0
110017,-39.0,31.0,-14.0,-14.0,13.0,1.0,-5.0,-33.0,6.0,22.0,9.0,13.0,-11.0,32.0,-24.0,-7.0,22.0,18.0,24.0,-38.0,-2.0,-10.0,-16.0,4.0,3.0,11.0,-36.0,2.0,0.0,5.0,-15.0,20.0,-10.0,29.0,28.0,18.0,-20.0,26.0,4.0,-7.0,35.0,29.0,11.0,51.0,-63.0,8.0,-7.0,35.0,2.0,-53.0,6.0,-9.0,31.0,-22.0,-26.0,-2.0,38.0,-17.0,-2.0,12.0
110019,-21.0,23.0,0.0,77.0,-104.0,22.0,-6.0,-26.0,-396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110021,-48.0,32.0,-16.0,-35.0,41.0,43.0,-34.0,-4.0,37.0,-30.0,44.0,-15.0,20.0,12.0,-29.0,-17.0,27.0,-20.0,39.0,-17.0,1.0,10.0,-10.0,-31.0,22.0,-25.0,4.0,30.0,-51.0,10.0,-7.0,14.0,18.0,42.0,-47.0,38.0,3.0,-29.0,-6.0,32.0,-9.0,3.0,24.0,-25.0,40.0,-50.0,10.0,-12.0,-34.0,-145.0,13.0,-23.0,32.0,37.0,-45.0,14.0,-21.0,6.0,29.0,-60.0
110022,-94.0,82.0,-22.0,-9.0,11.0,-3.0,2.0,-2.0,1.0,10.0,-5.0,9.0,-21.0,28.0,8.0,-43.0,70.0,9.0,1.0,-49.0,46.0,-6.0,-10.0,12.0,-21.0,-14.0,-10.0,-50.0,93.0,2.0,-19.0,3.0,4.0,0.0,0.0,15.0,-13.0,33.0,34.0,2.0,34.0,8.0,19.0,12.0,11.0,37.0,-13.0,18.0,-6.0,31.0,-11.0,4.0,27.0,7.0,11.0,-29.0,-2.0,35.0,-15.0,34.0
110026,-59.0,43.0,0.0,-13.0,-6.0,41.0,-25.0,6.0,-52.0,28.0,34.0,-17.0,-20.0,43.0,3.0,-53.0,60.0,52.0,-69.0,6.0,-15.0,-6.0,-11.0,27.0,31.0,-2.0,-31.0,25.0,-5.0,-1.0,17.0,-13.0,34.0,0.0,1.0,42.0,-13.0,-36.0,21.0,3.0,8.0,12.0,7.0,-11.0,26.0,16.0,28.0,5.0,-6.0,-92.0,3.0,26.0,-22.0,6.0,5.0,-25.0,-82.0,15.0,-2.0,51.0
110028,209.0,-278.0,-1.0,260.0,-166.0,-47.0,10.0,88.0,35.0,-72.0,-34.0,63.0,20.0,-81.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110029,-46.0,36.0,24.0,-48.0,32.0,7.0,10.0,-15.0,9.0,9.0,3.0,-10.0,8.0,18.0,6.0,-27.0,48.0,-6.0,36.0,-22.0,37.0,4.0,-16.0,34.0,7.0,-4.0,19.0,-32.0,45.0,5.0,-5.0,-27.0,-8.0,-6.0,21.0,-36.0,30.0,-67.0,11.0,2.0,6.0,41.0,-67.0,0.0,5.0,-4.0,-5.0,-210.0,24.0,-232.0,4.0,9.0,-9.0,58.0,40.0,21.0,-21.0,31.0,-7.0,22.0
110030,89.0,-100.0,66.0,-51.0,34.0,-88.0,64.0,-4.0,-45.0,26.0,3.0,36.0,48.0,-22.0,-38.0,94.0,-80.0,-126.0,29.0,5.0,4.0,-13.0,-11.0,-12.0,-41.0,53.0,9.0,28.0,-15.0,38.0,-46.0,7.0,-20.0,8.0,-56.0,128.0,-92.0,-26.0,15.0,4.0,25.0,0.0,1.0,10.0,6.0,-12.0,1.0,3.0,-5.0,44.0,-37.0,-17.0,96.0,-10.0,29.0,-9.0,53.0,-26.0,-16.0,30.0
110032,-24.0,26.0,-10.0,-31.0,42.0,-6.0,-3.0,2.0,19.0,41.0,-23.0,-37.0,16.0,-17.0,16.0,-30.0,29.0,11.0,-34.0,11.0,2.0,11.0,-11.0,22.0,-15.0,6.0,3.0,-2.0,-5.0,20.0,-18.0,-15.0,6.0,-14.0,-25.0,10.0,24.0,21.0,5.0,-11.0,19.0,-1.0,0.0,-15.0,6.0,19.0,-21.0,-8.0,-1.0,-149.0,19.0,-48.0,29.0,-16.0,0.0,10.0,-13.0,24.0,-9.0,-25.0
110033,-57.0,8.0,-11.0,15.0,10.0,-2.0,11.0,2.0,5.0,15.0,4.0,-29.0,8.0,6.0,-57.0,6.0,8.0,30.0,-76.0,-9.0,16.0,34.0,-8.0,86.0,-46.0,-14.0,20.0,46.0,-34.0,3.0,-15.0,11.0,-53.0,7.0,9.0,-12.0,-35.0,67.0,-88.0,-20.0,54.0,-23.0,80.0,-14.0,0.0,35.0,-10.0,15.0,8.0,99.0,14.0,21.0,-23.0,1.0,-4.0,0.0,-20.0,22.0,3.0,-15.0
110034,-24.0,48.0,27.0,51.0,53.0,1.0,-3.0,3.0,23.0,31.0,-6.0,12.0,-9.0,50.0,-21.0,-12.0,43.0,10.0,-24.0,-28.0,26.0,-23.0,-1.0,16.0,18.0,41.0,-9.0,-25.0,-22.0,7.0,26.0,7.0,14.0,-3.0,-30.0,38.0,-1.0,1.0,18.0,-2.0,-8.0,-15.0,7.0,5.0,1.0,15.0,8.0,22.0,-10.0,17.0,-12.0,17.0,-3.0,-17.0,-1.0,8.0,-27.0,-8.0,70.0,-7.0
110035,-9.0,15.0,53.0,43.0,0.0,-20.0,7.0,16.0,18.0,-11.0,14.0,-17.0,3.0,-2.0,-8.0,15.0,1.0,8.0,5.0,25.0,-20.0,16.0,1.0,0.0,5.0,22.0,1.0,-8.0,9.0,4.0,-7.0,41.0,-50.0,-65.0,76.0,-75.0,13.0,-1.0,25.0,-26.0,-3.0,9.0,-4.0,12.0,24.0,16.0,6.0,-14.0,26.0,183.0,6.0,111.0,-76.0,10.0,2.0,16.0,9.0,6.0,15.0,37.0
110036,19.0,15.0,25.0,-141.0,154.0,14.0,14.0,-4.0,3.0,29.0,-30.0,-1.0,-1.0,32.0,-16.0,75.0,-48.0,0.0,32.0,-20.0,3.0,1.0,23.0,-30.0,-4.0,-3.0,6.0,3.0,2.0,3.0,10.0,-2.0,50.0,-11.0,-19.0,-5.0,4.0,-2.0,-7.0,20.0,-16.0,5.0,-9.0,88.0,-14.0,-39.0,5.0,-15.0,33.0,-19.0,-20.0,-295.0,259.0,24.0,-3.0,-10.0,12.0,7.0,-15.0,12.0
110037,-15.0,47.0,11.0,-18.0,27.0,7.0,1.0,20.0,-37.0,6.0,8.0,-1.0,7.0,-27.0,-19.0,8.0,44.0,-23.0,-3.0,-5.0,18.0,-23.0,-5.0,34.0,-5.0,-8.0,-6.0,0.0,33.0,-49.0,-4.0,57.0,-38.0,26.0,18.0,-4.0,-12.0,-14.0,-3.0,14.0,-7.0,-4.0,1.0,-2.0,-2.0,0.0,21.0,-8.0,23.0,-50.0,-40.0,52.0,21.0,15.0,6.0,-240.0,11.0,-67.0,13.0,-30.0
110038,-96.0,59.0,6.0,-65.0,52.0,37.0,7.0,-16.0,-33.0,49.0,3.0,-27.0,9.0,-4.0,-4.0,-37.0,43.0,-5.0,-1.0,-8.0,1.0,-13.0,0.0,22.0,-21.0,10.0,10.0,-14.0,1.0,3.0,2.0,-3.0,11.0,31.0,-28.0,7.0,-7.0,-9.0,-11.0,44.0,-23.0,6.0,-24.0,-9.0,-1.0,17.0,9.0,6.0,9.0,-55.0,100.0,20.0,12.0,-11.0,7.0,-50.0,41.0,-7.0,-75.0,-221.0
110040,-49.0,35.0,13.0,-48.0,40.0,-29.0,7.0,-10.0,28.0,2.0,8.0,-13.0,4.0,-10.0,20.0,-51.0,37.0,25.0,-2.0,-45.0,37.0,2.0,-1.0,-32.0,28.0,-5.0,-1.0,-9.0,15.0,8.0,2.0,-24.0,24.0,20.0,-14.0,-27.0,25.0,-43.0,26.0,26.0,1.0,30.0,-54.0,30.0,5.0,14.0,-17.0,-391.0,139.0,86.0,54.0,-102.0,121.0,-14.0,-2.0,4.0,8.0,-18.0,12.0,-17.0
110042,-14.0,31.0,2.0,-25.0,17.0,34.0,11.0,-4.0,15.0,26.0,16.0,-38.0,37.0,-4.0,51.0,-61.0,49.0,11.0,18.0,-45.0,6.0,-17.0,4.0,15.0,2.0,-15.0,5.0,0.0,10.0,2.0,-20.0,53.0,-48.0,-20.0,32.0,4.0,-41.0,-174.0,49.0,-13.0,-4.0,25.0,5.0,-14.0,10.0,-8.0,33.0,18.0,4.0,52.0,1.0,17.0,-12.0,3.0,-11.0,-3.0,3.0,3.0,-4.0,19.0
110044,-48.0,54.0,-50.0,164.0,-183.0,37.0,4.0,-18.0,-2.0,3.0,-6.0,44.0,8.0,-12.0,-21.0,207.0,-177.0,-40.0,25.0,-64.0,75.0,-17.0,-264.0,69.0,1.0,-110.0,12.0,-5.0,62.0,32.0,33.0,21.0,36.0,12.0,36.0,-2.0,19.0,46.0,12.0,21.0,-3.0,-9.0,10.0,-29.0,68.0,-13.0,-12.0,19.0,5.0,42.0,21.0,38.0,21.0,-2.0,5.0,-16.0,-2.0,0.0,18.0,-3.0
110045,64.0,-49.0,-23.0,46.0,-44.0,11.0,16.0,28.0,-19.0,-65.0,-5.0,42.0,-12.0,69.0,2.0,-62.0,44.0,-252.0,-26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110047,85.0,17.0,9.0,-83.0,55.0,0.0,10.0,-54.0,44.0,7.0,16.0,-26.0,14.0,10.0,-11.0,-38.0,44.0,24.0,-10.0,-52.0,54.0,4.0,-17.0,-70.0,99.0,11.0,-29.0,13.0,-9.0,-11.0,16.0,-3.0,-23.0,6.0,13.0,-43.0,36.0,12.0,9.0,-42.0,44.0,-28.0,15.0,4.0,-15.0,7.0,1.0,-13.0,14.0,19.0,-8.0,-20.0,24.0,8.0,-37.0,23.0,-13.0,3.0,10.0,-24.0
110048,59.0,-10.0,-2.0,23.0,18.0,-1.0,-5.0,3.0,5.0,-1.0,11.0,5.0,12.0,1.0,7.0,32.0,-14.0,-19.0,24.0,-16.0,21.0,-15.0,3.0,14.0,20.0,-21.0,1.0,-4.0,6.0,15.0,-15.0,-5.0,0.0,-2.0,-7.0,9.0,-9.0,-40.0,2.0,20.0,5.0,2.0,-4.0,5.0,3.0,17.0,17.0,-12.0,-68.0,-2.0,26.0,-36.0,44.0,-2.0,0.0,31.0,-27.0,1.0,-12.0,4.0
110051,42.0,50.0,-4.0,-128.0,140.0,6.0,-4.0,-28.0,31.0,-48.0,12.0,7.0,-32.0,32.0,-12.0,-9.0,22.0,0.0,-17.0,15.0,-4.0,25.0,-15.0,15.0,-21.0,30.0,-14.0,-21.0,35.0,-21.0,-15.0,51.0,-1.0,-51.0,-24.0,-8.0,-19.0,-20.0,2.0,-27.0,19.0,-17.0,13.0,-2.0,-5.0,3.0,0.0,-6.0,0.0,194.0,10.0,-30.0,18.0,24.0,-17.0,7.0,-6.0,-11.0,34.0,-29.0
110053,10.0,9.0,16.0,-5.0,2.0,12.0,15.0,-55.0,59.0,-20.0,-13.0,-37.0,-245.0,-9.0,22.0,-6.0,5.0,35.0,-18.0,-4.0,19.0,23.0,1.0,-25.0,50.0,8.0,-2.0,-35.0,46.0,12.0,-6.0,23.0,-9.0,6.0,21.0,4.0,9.0,-112.0,24.0,-43.0,48.0,-9.0,22.0,-33.0,0.0,33.0,-30.0,-11.0,29.0,-38.0,30.0,-55.0,34.0,8.0,0.0,2.0,-3.0,12.0,-3.0,-26.0
110055,-17.0,20.0,-8.0,110.0,-113.0,-3.0,2.0,-9.0,-9.0,31.0,5.0,-25.0,-14.0,37.0,-29.0,15.0,15.0,9.0,-16.0,-4.0,-2.0,-3.0,5.0,-27.0,20.0,5.0,-4.0,-13.0,11.0,0.0,2.0,1.0,16.0,-12.0,26.0,-34.0,9.0,51.0,21.0,-43.0,109.0,-14.0,16.0,-50.0,67.0,10.0,23.0,-15.0,-20.0,-18.0,-108.0,-203.0,53.0,43.0,65.0,-123.0,150.0,-65.0,-19.0,4.0
110056,-25.0,80.0,16.0,-8.0,-13.0,1.0,-2.0,-15.0,-13.0,44.0,-6.0,-16.0,-22.0,23.0,17.0,-4.0,-5.0,28.0,-39.0,7.0,22.0,-27.0,-23.0,-74.0,50.0,72.0,-20.0,26.0,-14.0,10.0,-5.0,-15.0,5.0,0.0,17.0,-54.0,55.0,8.0,-3.0,-9.0,17.0,-8.0,4.0,-6.0,-15.0,9.0,23.0,-18.0,-5.0,-9.0,48.0,1.0,-18.0,21.0,6.0,33.0,-46.0,10.0,20.0,-3.0
110057,-175.0,55.0,-80.0,294.0,-243.0,-47.0,89.0,79.0,-68.0,6.0,-52.0,162.0,-66.0,-363.0,-141.0,89.0,-122.0,26.0,54.0,73.0,66.0,72.0,4.0,-308.0,166.0,27.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110059,-190.0,10.0,19.0,43.0,13.0,24.0,-10.0,4.0,-1.0,10.0,5.0,5.0,-196.0,7.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110061,12.0,-4.0,28.0,-79.0,82.0,20.0,-46.0,35.0,-54.0,5.0,42.0,-12.0,-3.0,-4.0,-18.0,-10.0,30.0,-2.0,-1.0,-7.0,26.0,-17.0,5.0,-66.0,79.0,-6.0,-2.0,-15.0,-28.0,38.0,-29.0,8.0,-25.0,14.0,7.0,17.0,-17.0,-81.0,6.0,-52.0,41.0,-2.0,-11.0,7.0,7.0,-6.0,16.0,-28.0,14.0,-21.0,9.0,-2.0,21.0,-8.0,-1.0,6.0,-12.0,17.0,-7.0,-29.0
110064,-535.0,-74.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110065,-97.0,53.0,8.0,14.0,-6.0,47.0,-16.0,-22.0,31.0,23.0,0.0,47.0,11.0,-55.0,3.0,68.0,-55.0,4.0,-36.0,24.0,28.0,-24.0,31.0,8.0,-20.0,24.0,8.0,7.0,66.0,-33.0,-35.0,74.0,-48.0,-36.0,-40.0,102.0,-30.0,151.0,-3.0,30.0,-36.0,4.0,-174.0,18.0,-2.0,-8.0,23.0,40.0,-30.0,-16.0,-14.0,31.0,31.0,1.0,-77.0,34.0,-31.0,-5.0,41.0,-25.0
110069,-115.0,-117.0,-132.0,21.0,26.0,48.0,30.0,29.0,23.0,29.0,-11.0,-32.0,19.0,49.0,-58.0,3.0,43.0,39.0,-59.0,-16.0,25.0,-37.0,-2.0,77.0,13.0,-8.0,13.0,20.0,-43.0,-7.0,3.0,61.0,-26.0,32.0,4.0,0.0,17.0,-107.0,39.0,-15.0,21.0,9.0,50.0,-15.0,29.0,10.0,-8.0,17.0,-14.0,-87.0,7.0,17.0,5.0,15.0,22.0,25.0,-160.0,82.0,-8.0,36.0
110071,-164.0,-69.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110074,28.0,160.0,-2.0,51.0,-21.0,-6.0,50.0,6.0,-12.0,-231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110078,,28.0,35.0,-168.0,281.0,-13.0,22.0,19.0,30.0,13.0,41.0,11.0,0.0,-1.0,-5.0,31.0,4.0,29.0,4.0,-57.0,34.0,41.0,11.0,-66.0,19.0,23.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110083,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110085,,,,-41.0,64.0,10.0,3.0,-65.0,72.0,9.0,32.0,-1.0,17.0,6.0,16.0,-29.0,50.0,-8.0,12.0,-7.0,60.0,-8.0,59.0,-47.0,-14.0,165.0,-161.0,104.0,-102.0,55.0,-40.0,10.0,14.0,12.0,12.0,10.0,-19.0,-8.0,42.0,-105.0,88.0,64.0,-28.0,61.0,7.0,6.0,-5.0,31.0,7.0,-108.0,46.0,-1.0,-28.0,4.0,8.0,-28.0,3.0,15.0,-23.0,7.0
110093,,,,,,66.0,0.0,2.0,47.0,35.0,0.0,15.0,-148.0,35.0,14.0,16.0,4.0,17.0,7.0,10.0,3.0,-7.0,1.0,-34.0,51.0,7.0,-1.0,24.0,-17.0,1.0,4.0,10.0,-7.0,0.0,4.0,-6.0,9.0,-27.0,3.0,53.0,-52.0,19.0,-8.0,13.0,6.0,15.0,-25.0,-49.0,2.0,60.0,-12.0,41.0,-45.0,7.0,4.0,17.0,-12.0,-17.0,18.0,11.0
110099,,,,,,,-22.0,118.0,-28.0,14.0,5.0,23.0,-21.0,17.0,-19.0,34.0,13.0,-7.0,-7.0,-39.0,-2.0,34.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110101,,,,,,,40.0,4.0,48.0,28.0,26.0,10.0,36.0,19.0,-20.0,6.0,22.0,25.0,-3.0,-170.0,15.0,28.0,69.0,-106.0,60.0,59.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110103,,,,,,,,,-49.0,-31.0,89.0,-58.0,260.0,-140.0,19.0,37.0,-33.0,16.0,21.0,-32.0,-8.0,35.0,6.0,-69.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110105,,,,,,,,,114.0,106.0,-30.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110106,,,,,,,,,,16.0,40.0,32.0,38.0,5.0,17.0,-15.0,120.0,13.0,5.0,-4.0,9.0,75.0,-69.0,6.0,24.0,34.0,-12.0,22.0,18.0,-27.0,25.0,2.0,4.0,16.0,0.0,54.0,-9.0,-47.0,-6.0,14.0,-8.0,23.0,-32.0,22.0,-16.0,24.0,27.0,11.0,-21.0,-34.0,-6.0,50.0,-31.0,25.0,-14.0,49.0,-14.0,-6.0,34.0,19.0
110111,,,,,,,,,,,,,,,90.0,72.0,-45.0,-136.0,86.0,58.0,33.0,19.0,-24.0,23.0,14.0,21.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110114,,,,,,,,,,,,,,,-46.0,80.0,58.0,-13.0,5.0,-16.0,28.0,21.0,-19.0,40.0,-11.0,15.0,27.0,-15.0,22.0,18.0,0.0,10.0,21.0,-64.0,-5.0,3.0,6.0,70.0,-9.0,-91.0,118.0,-6.0,-8.0,-47.0,16.0,-8.0,0.0,14.0,189.0,-67.0,7.0,1.0,-22.0,6.0,-32.0,33.0,-35.0,-15.0,-11.0,35.0
110115,,,,,,,,,,,,,,,28.0,5.0,13.0,73.0,-5.0,38.0,29.0,-31.0,3.0,40.0,1.0,-8.0,-44.0,14.0,32.0,-14.0,7.0,0.0,36.0,-7.0,-3.0,-9.0,17.0,5.0,23.0,-268.0,233.0,40.0,17.0,11.0,-24.0,14.0,-1.0,-18.0,28.0,84.0,-42.0,34.0,35.0,-30.0,13.0,-28.0,-16.0,24.0,115.0,5.0
110116,,,,,,,,,,,,,,,40.0,18.0,29.0,10.0,7.0,24.0,8.0,13.0,35.0,69.0,-53.0,18.0,17.0,-55.0,21.0,23.0,-14.0,53.0,10.0,26.0,-17.0,35.0,-128.0,-76.0,32.0,37.0,-180.0,-8.0,-15.0,-27.0,136.0,19.0,60.0,53.0,17.0,-42.0,18.0,31.0,22.0,-15.0,12.0,-166.0,63.0,19.0,-61.0,16.0
110117,,,,,,,,,,,,,,,,,254.0,4.0,-6.0,46.0,-22.0,-13.0,8.0,0.0,-18.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110119,,,,,,,,,,,,,,,,,,35.0,12.0,57.0,-41.0,-14.0,-168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110123,,,,,,,,,,,,,,,,,,11.0,12.0,37.0,66.0,39.0,54.0,13.0,17.0,14.0,27.0,-67.0,67.0,4.0,-18.0,33.0,25.0,-10.0,25.0,-60.0,58.0,19.0,23.0,0.0,10.0,-24.0,7.0,0.0,5.0,10.0,-13.0,-71.0,1.0,-66.0,-37.0,49.0,-39.0,2.0,-2.0,-141.0,37.0,63.0,45.0,50.0
110128,,,,,,,,,,,,,,,,,,13.0,26.0,35.0,-121.0,175.0,20.0,3.0,-8.0,9.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110135,,,,,,,,,,,,,,,,,,,,,,-114.0,124.0,-145.0,200.0,33.0,-220.0,-6.0,47.0,83.0,-33.0,60.0,48.0,61.0,9.0,-25.0,0.0,8.0,-3.0,-128.0,145.0,-259.0,33.0,29.0,33.0,31.0,17.0,28.0,14.0,0.0,18.0,19.0,-1.0,10.0,-2.0,47.0,-64.0,22.0,2.0,18.0
110138,,,,,,,,,,,,,,,,,,,,,,37.0,42.0,-5.0,30.0,41.0,43.0,20.0,6.0,16.0,15.0,40.0,8.0,-19.0,27.0,-39.0,86.0,-155.0,76.0,-28.0,286.0,-255.0,-3.0,-29.0,59.0,-2.0,23.0,-270.0,39.0,14.0,54.0,15.0,23.0,12.0,6.0,20.0,-87.0,55.0,72.0,85.0
110139,,,,,,,,,,,,,,,,,,,,,,-12.0,-10.0,15.0,26.0,-36.0,14.0,44.0,-14.0,-40.0,-2.0,9.0,-1.0,17.0,-27.0,16.0,1.0,-2.0,24.0,-51.0,40.0,-11.0,12.0,252.0,37.0,113.0,-48.0,-95.0,63.0,0.0,-55.0,-144.0,16.0,180.0,18.0,7.0,3.0,22.0,9.0,0.0
110140,,,,,,,,,,,,,,,,,,,,,,50.0,37.0,44.0,43.0,63.0,33.0,27.0,57.0,15.0,15.0,54.0,-23.0,21.0,8.0,29.0,-3.0,-41.0,81.0,-6.0,-34.0,28.0,-4.0,7.0,-30.0,-2.0,30.0,45.0,-61.0,-70.0,20.0,12.0,-1.0,15.0,13.0,-49.0,-117.0,29.0,3.0,-16.0
110144,,,,,,,,,,,,,,,,,,,,,,,176.0,-1.0,64.0,-115.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110145,,,,,,,,,,,,,,,,,,,,,,,20.0,24.0,12.0,5.0,-4.0,-64.0,148.0,30.0,42.0,-29.0,11.0,8.0,-17.0,12.0,11.0,-9.0,-70.0,,,,,,,,,,,,,,,,,,,,,
110148,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110153,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,63.0,64.0,33.0,101.0,21.0,49.0,57.0,32.0,29.0,3.0,42.0,37.0,-28.0,-21.0,29.0,33.0,-41.0,46.0,-8.0,21.0,30.0,-43.0,25.0,-47.0,15.0,-29.0,19.0,18.0,-55.0,25.0,-15.0,-18.0,31.0,30.0
110154,,,,,,,,,,,,,,,,,,,,,,,,,,-60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110163,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110168,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,-53.0,8.0,13.0,17.0,41.0,-8.0,40.0,-23.0,24.0,0.0,2.0,-18.0,34.0,1.0,3.0,28.0,5.0,-16.0,42.0,-317.0,104.0,55.0,29.0,19.0,14.0,18.0,34.0,55.0,-41.0,-21.0,-3.0,0.0
