,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60043,-16.0,58.0,23.0,-147.0,125.0,-48.0,-2.0,-17.0,29.0,95.0,-68.0,-1.0,-41.0,-5.0,-19.0,30.0,-38.0,-83.0,11.0,-252.0,42.0,-24.0,52.0,62.0,47.0,-13.0,-21.0,-214.0,47.0,14.0,53.0,-140.0,2.0,26.0,1.0,60.0,28.0,5.0,54.0,-11.0,82.0,36.0,4.0,-213.0,-63.0,78.0,105.0,16.0,-5.0,11.0,4.0,-8.0,-67.0,31.0,13.0,-32.0,32.0,-12.0,-13.0,10.0
60047,-13.0,83.0,-65.0,29.0,-10.0,-7.0,4.0,7.0,-32.0,-258.0,32.0,-11.0,84.0,60.0,-17.0,2.0,68.0,67.0,11.0,-107.0,27.0,-41.0,22.0,53.0,126.0,26.0,-72.0,-7.0,-41.0,63.0,-227.0,102.0,-8.0,15.0,33.0,9.0,22.0,126.0,-4.0,-43.0,-8.0,-25.0,52.0,-12.0,189.0,-138.0,22.0,11.0,-23.0,34.0,5.0,-7.0,-6.0,11.0,-39.0,8.0,9.0,4.0,36.0,-15.0
60048,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60052,-41.0,14.0,-7.0,-80.0,78.0,-102.0,74.0,50.0,-38.0,83.0,-4.0,60.0,-49.0,-186.0,72.0,94.0,-38.0,4.0,103.0,-6.0,-53.0,-80.0,-21.0,40.0,-12.0,10.0,-145.0,18.0,4.0,119.0,66.0,-6.0,32.0,32.0,-50.0,-28.0,19.0,-76.0,-31.0,12.0,47.0,-130.0,-194.0,-12.0,6.0,100.0,-131.0,23.0,12.0,124.0,-13.0,,,,,,,,,
60055,34.0,11.0,-9.0,-40.0,79.0,-31.0,25.0,-25.0,31.0,-12.0,0.0,3.0,23.0,-5.0,-58.0,82.0,13.0,26.0,27.0,-12.0,1.0,-25.0,9.0,-3.0,-9.0,0.0,-35.0,37.0,28.0,-58.0,16.0,46.0,-85.0,-5.0,24.0,7.0,-4.0,-118.0,-2.0,3.0,30.0,-32.0,19.0,-46.0,11.0,-21.0,-76.0,251.0,51.0,-17.0,-2.0,4.0,12.0,-9.0,22.0,-56.0,114.0,-76.0,-10.0,0.0
60056,-54.0,30.0,108.0,-125.0,98.0,-214.0,202.0,-69.0,28.0,-6.0,92.0,-106.0,-5.0,5.0,27.0,-27.0,49.0,-49.0,18.0,-32.0,10.0,-44.0,3.0,-52.0,-146.0,89.0,137.0,-122.0,3.0,-7.0,69.0,-216.0,147.0,18.0,-16.0,-94.0,244.0,-45.0,-5.0,-8.0,42.0,-49.0,18.0,-7.0,102.0,9.0,29.0,-83.0,79.0,-16.0,-47.0,19.0,6.0,22.0,-20.0,-39.0,118.0,56.0,-89.0,35.0
60059,57.0,-3.0,3.0,-44.0,43.0,4.0,11.0,5.0,-17.0,-13.0,16.0,-31.0,81.0,-44.0,-23.0,23.0,-4.0,11.0,13.0,-8.0,17.0,-8.0,10.0,-8.0,-8.0,9.0,0.0,12.0,22.0,-16.0,0.0,23.0,6.0,-31.0,8.0,37.0,-17.0,-13.0,-14.0,17.0,-8.0,4.0,8.0,-41.0,42.0,4.0,-7.0,146.0,-141.0,10.0,36.0,-36.0,14.0,15.0,-10.0,-28.0,76.0,-19.0,5.0,-40.0
60061,1.0,-48.0,-13.0,4.0,162.0,-501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60062,-12.0,125.0,32.0,-85.0,-43.0,85.0,-3.0,-71.0,-2.0,46.0,-29.0,20.0,29.0,35.0,-91.0,70.0,-69.0,52.0,-34.0,12.0,-21.0,27.0,-31.0,31.0,-174.0,25.0,-112.0,33.0,39.0,72.0,-30.0,51.0,-16.0,34.0,29.0,59.0,21.0,-157.0,22.0,5.0,42.0,-41.0,9.0,-49.0,95.0,-1.0,-24.0,3.0,-7.0,-8.0,4.0,-11.0,-17.0,53.0,18.0,-2.0,-5.0,0.0,40.0,-84.0
60064,59.0,-10.0,109.0,-244.0,42.0,20.0,37.0,52.0,-9.0,-65.0,10.0,-81.0,83.0,-3.0,-18.0,-54.0,-79.0,116.0,26.0,42.0,-27.0,20.0,-41.0,-17.0,105.0,12.0,46.0,-42.0,-6.0,-15.0,13.0,75.0,-80.0,24.0,-9.0,18.0,-23.0,3.0,-16.0,21.0,-26.0,22.0,-5.0,13.0,-26.0,49.0,-29.0,8.0,-8.0,-6.0,12.0,2.0,-20.0,-4.0,22.0,55.0,-79.0,20.0,-4.0,55.0
60065,117.0,0.0,29.0,-248.0,118.0,-85.0,75.0,73.0,-33.0,6.0,-61.0,-29.0,24.0,83.0,-77.0,105.0,-22.0,44.0,0.0,-41.0,-17.0,46.0,-5.0,-12.0,19.0,-31.0,32.0,16.0,-60.0,18.0,67.0,30.0,62.0,-125.0,-30.0,-122.0,21.0,-20.0,26.0,-7.0,10.0,-13.0,1.0,-24.0,45.0,33.0,4.0,12.0,-46.0,-18.0,25.0,-7.0,18.0,-195.0,30.0,-10.0,119.0,-59.0,-65.0,-169.0
60066,14.0,-43.0,26.0,-94.0,57.0,56.0,-48.0,-104.0,36.0,-29.0,14.0,-12.0,36.0,16.0,-33.0,32.0,81.0,-42.0,-16.0,87.0,45.0,-53.0,-251.0,1.0,20.0,29.0,-151.0,7.0,21.0,-25.0,-42.0,-132.0,-24.0,286.0,13.0,-14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,
60070,100.0,-64.0,92.0,-118.0,-37.0,14.0,0.0,44.0,11.0,54.0,35.0,-177.0,258.0,4.0,86.0,-90.0,15.0,58.0,-13.0,-5.0,-8.0,118.0,15.0,-31.0,90.0,-17.0,-73.0,10.0,75.0,-27.0,77.0,-25.0,57.0,0.0,-52.0,-86.0,26.0,-5.0,-16.0,-126.0,151.0,39.0,-85.0,-137.0,70.0,-200.0,34.0,-171.0,72.0,,,,,,,,,,,
60073,-15.0,110.0,-31.0,-37.0,62.0,-84.0,-27.0,6.0,106.0,-91.0,-52.0,-184.0,-9.0,2.0,-24.0,-31.0,-67.0,-44.0,-46.0,11.0,-17.0,239.0,-58.0,-41.0,-188.0,-43.0,65.0,-32.0,158.0,-33.0,47.0,-156.0,10.0,21.0,194.0,10.0,140.0,-52.0,34.0,-122.0,24.0,7.0,-7.0,-92.0,-45.0,48.0,-37.0,-67.0,12.0,13.0,-30.0,-19.0,83.0,-104.0,51.0,60.0,92.0,-51.0,90.0,-125.0
60077,-49.0,-315.0,42.0,-261.0,206.0,-140.0,27.0,23.0,9.0,19.0,36.0,-149.0,166.0,19.0,-49.0,24.0,-3.0,7.0,2.0,6.0,5.0,25.0,-16.0,46.0,19.0,-2.0,-14.0,31.0,-9.0,-3.0,-71.0,-19.0,43.0,57.0,-25.0,-36.0,31.0,-1.0,4.0,19.0,37.0,-44.0,30.0,3.0,-39.0,25.0,-8.0,26.0,10.0,4.0,-51.0,10.0,26.0,-4.0,-26.0,11.0,-14.0,2.0,17.0,-132.0
60078,7.0,-267.0,194.0,-44.0,127.0,-45.0,23.0,73.0,45.0,17.0,-52.0,162.0,-125.0,3.0,17.0,9.0,15.0,66.0,-23.0,-67.0,34.0,-26.0,22.0,-15.0,11.0,37.0,21.0,-75.0,51.0,-4.0,31.0,2.0,-45.0,27.0,-15.0,12.0,-3.0,-1.0,28.0,-21.0,31.0,-14.0,21.0,-114.0,104.0,-11.0,34.0,-48.0,34.0,4.0,-14.0,-13.0,13.0,22.0,-19.0,-28.0,12.0,5.0,23.0,-4.0
60081,-24.0,16.0,-13.0,12.0,18.0,4.0,-5.0,31.0,-29.0,-5.0,-2.0,-16.0,36.0,4.0,-29.0,16.0,12.0,3.0,11.0,-2.0,-13.0,9.0,-16.0,18.0,-7.0,-19.0,6.0,-14.0,25.0,-7.0,-58.0,-309.0,194.0,-13.0,-6.0,-78.0,124.0,-137.0,44.0,-23.0,-43.0,-31.0,101.0,74.0,-28.0,-58.0,5.0,60.0,-36.0,-2.0,-55.0,-137.0,113.0,-51.0,64.0,-65.0,35.0,-7.0,46.0,-48.0
60082,27.0,-60.0,36.0,-220.0,111.0,-166.0,22.0,168.0,40.0,-31.0,41.0,-28.0,12.0,-22.0,62.0,-85.0,62.0,-82.0,29.0,-27.0,-31.0,71.0,-48.0,36.0,-191.0,37.0,4.0,25.0,76.0,57.0,32.0,-12.0,21.0,-39.0,-12.0,-8.0,-135.0,66.0,33.0,-11.0,-24.0,12.0,-41.0,-85.0,251.0,51.0,-36.0,106.0,-4.0,-189.0,216.0,-16.0,20.0,13.0,-110.0,-304.0,243.0,-14.0,54.0,-105.0
60083,-100.0,20.0,85.0,-32.0,-1.0,124.0,-69.0,-56.0,-2.0,93.0,-90.0,-118.0,47.0,-58.0,93.0,-63.0,-75.0,42.0,38.0,-10.0,77.0,49.0,-54.0,-60.0,28.0,2.0,-22.0,-226.0,240.0,65.0,-72.0,19.0,-16.0,83.0,-26.0,19.0,47.0,86.0,-23.0,52.0,-44.0,-18.0,15.0,-24.0,-7.0,40.0,-13.0,63.0,-46.0,-7.0,-122.0,-2.0,12.0,-46.0,-10.0,-4.0,-29.0,49.0,-30.0,46.0
60084,7.0,-24.0,225.0,-367.0,94.0,11.0,129.0,-174.0,-15.0,157.0,-55.0,21.0,-87.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60086,21.0,31.0,-34.0,-150.0,-1.0,-20.0,30.0,-7.0,16.0,84.0,-44.0,-170.0,168.0,-13.0,61.0,-46.0,-111.0,5.0,144.0,-116.0,-149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60090,-22.0,23.0,18.0,75.0,-40.0,89.0,77.0,-23.0,-7.0,-1.0,-3.0,15.0,44.0,-3.0,-16.0,43.0,-3.0,0.0,30.0,12.0,11.0,-6.0,39.0,-55.0,97.0,-5.0,-66.0,-33.0,-24.0,24.0,8.0,26.0,-32.0,32.0,17.0,-105.0,38.0,-5.0,4.0,-43.0,24.0,22.0,16.0,74.0,-49.0,-109.0,73.0,-78.0,79.0,-28.0,-74.0,47.0,-124.0,19.0,-4.0,-195.0,16.0,2.0,4.0,19.0
60092,-16.0,-6.0,41.0,-5.0,6.0,20.0,6.0,31.0,-31.0,11.0,42.0,-21.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60094,,48.0,25.0,-89.0,140.0,39.0,25.0,-51.0,58.0,3.0,28.0,1.0,-49.0,69.0,5.0,27.0,-8.0,-73.0,78.0,45.0,-12.0,-22.0,-71.0,55.0,-26.0,-45.0,8.0,-5.0,88.0,-121.0,-84.0,-226.0,163.0,3.0,10.0,6.0,68.0,141.0,-32.0,32.0,2.0,-38.0,49.0,-20.0,18.0,-49.0,25.0,-20.0,20.0,71.0,-66.0,-1.0,-18.0,45.0,-7.0,-69.0,23.0,-81.0,-1.0,9.0
60097,,36.0,19.0,-19.0,53.0,-8.0,-1.0,12.0,23.0,18.0,-3.0,-57.0,67.0,23.0,-6.0,6.0,3.0,-22.0,13.0,-13.0,114.0,-76.0,-23.0,-53.0,22.0,-3.0,28.0,9.0,-55.0,47.0,-18.0,-17.0,74.0,-7.0,17.0,35.0,-19.0,13.0,40.0,-30.0,-27.0,0.0,-128.0,-64.0,-69.0,11.0,68.0,-29.0,-58.0,75.0,19.0,,,,,,,,,
60098,,15.0,5.0,11.0,193.0,12.0,-2.0,0.0,-24.0,113.0,-39.0,-224.0,264.0,-10.0,44.0,-115.0,53.0,34.0,2.0,-37.0,50.0,-36.0,-31.0,73.0,-102.0,-19.0,28.0,18.0,-36.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60106,,,,,,33.0,85.0,59.0,42.0,78.0,-30.0,-29.0,53.0,-8.0,-5.0,-26.0,80.0,20.0,-2.0,-9.0,23.0,-30.0,38.0,-23.0,27.0,-39.0,47.0,-9.0,3.0,-3.0,19.0,-74.0,21.0,-36.0,78.0,-188.0,158.0,-1.0,-18.0,3.0,27.0,-15.0,-20.0,6.0,49.0,-39.0,-22.0,-78.0,22.0,-9.0,-140.0,,,,,,,,,
60109,,,,,,29.0,27.0,40.0,27.0,50.0,10.0,-36.0,67.0,-6.0,34.0,-29.0,17.0,7.0,30.0,10.0,50.0,-9.0,-99.0,16.0,-65.0,-23.0,96.0,-18.0,-5.0,30.0,32.0,22.0,-90.0,-29.0,27.0,-20.0,-19.0,30.0,-35.0,105.0,-6.0,11.0,-3.0,20.0,24.0,143.0,-152.0,-16.0,38.0,36.0,-51.0,62.0,-27.0,69.0,-155.0,92.0,64.0,12.0,12.0,-165.0
60111,,,,,,,,,19.0,-92.0,44.0,-6.0,19.0,-17.0,11.0,63.0,13.0,31.0,48.0,34.0,14.0,107.0,-74.0,-9.0,89.0,-54.0,-45.0,16.0,-10.0,5.0,-7.0,-55.0,34.0,6.0,65.0,-87.0,-14.0,26.0,42.0,54.0,-32.0,46.0,33.0,-169.0,38.0,8.0,58.0,-3.0,31.0,-15.0,27.0,-18.0,6.0,-6.0,24.0,7.0,-6.0,-2.0,2.0,22.0
60112,,,,,,,,,,-1.0,55.0,19.0,57.0,36.0,-11.0,16.0,33.0,30.0,2.0,1.0,-1.0,18.0,7.0,-1.0,11.0,-9.0,12.0,-4.0,-11.0,21.0,3.0,1.0,18.0,-47.0,26.0,5.0,18.0,-44.0,9.0,-5.0,-4.0,-5.0,17.0,-17.0,12.0,9.0,14.0,-32.0,33.0,1.0,29.0,-3.0,-30.0,-38.0,66.0,183.0,41.0,-125.0,-15.0,30.0
60114,,,,,,,,,,,119.0,71.0,112.0,-68.0,124.0,-107.0,122.0,27.0,4.0,11.0,-55.0,102.0,26.0,44.0,-59.0,39.0,21.0,-13.0,-2.0,167.0,-51.0,-12.0,59.0,-27.0,-16.0,12.0,-63.0,26.0,-20.0,-65.0,-35.0,73.0,-49.0,-55.0,52.0,3.0,16.0,-22.0,95.0,23.0,-127.0,5.0,1.0,22.0,6.0,-141.0,-24.0,41.0,-50.0,22.0
60118,,,,,,,,,,,,0.0,-93.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60121,,,,,,,,,,,,71.0,-62.0,17.0,68.0,-76.0,239.0,-28.0,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60122,,,,,,,,,,,,,,90.0,17.0,24.0,30.0,23.0,41.0,56.0,16.0,9.0,-24.0,113.0,44.0,26.0,-21.0,40.0,46.0,-87.0,62.0,11.0,-67.0,65.0,-28.0,-36.0,27.0,-109.0,30.0,-17.0,-79.0,-35.0,58.0,-168.0,104.0,125.0,1.0,68.0,-64.0,-12.0,8.0,3.0,-12.0,21.0,16.0,16.0,-20.0,-22.0,-31.0,41.0
60124,,,,,,,,,,,,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60125,,,,,,,,,,,,,,31.0,64.0,33.0,-23.0,15.0,21.0,64.0,-81.0,8.0,16.0,4.0,33.0,-19.0,57.0,6.0,-34.0,-122.0,106.0,-108.0,49.0,31.0,17.0,-4.0,-5.0,28.0,50.0,38.0,-93.0,69.0,-7.0,-34.0,52.0,-1.0,-90.0,-268.0,143.0,127.0,-42.0,2.0,-61.0,114.0,52.0,-78.0,170.0,32.0,7.0,-60.0
60127,,,,,,,,,,,,,,,,,-158.0,71.0,-4.0,55.0,-17.0,67.0,-50.0,-33.0,31.0,9.0,-2.0,-21.0,25.0,2.0,4.0,-120.0,112.0,-29.0,97.0,-194.0,,,,,,,,,,,,,,,,,,,,,,,,
60128,,,,,,,,,,,,,,,,,-5.0,9.0,-3.0,76.0,43.0,20.0,-137.0,39.0,-14.0,17.0,171.0,-28.0,5.0,92.0,-21.0,-36.0,-60.0,110.0,-27.0,3.0,60.0,72.0,77.0,-61.0,-30.0,-128.0,-1.0,39.0,99.0,-18.0,-60.0,153.0,-53.0,117.0,15.0,-37.0,8.0,6.0,-20.0,42.0,58.0,12.0,-76.0,-60.0
60131,,,,,,,,,,,,,,,,,,-5.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60135,,,,,,,,,,,,,,,,,,-8.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60140,,,,,,,,,,,,,,,,,,,26.0,-19.0,22.0,33.0,-31.0,-26.0,6.0,-34.0,144.0,16.0,3.0,-15.0,21.0,-44.0,25.0,-3.0,-4.0,-9.0,156.0,-45.0,-5.0,-10.0,36.0,-14.0,3.0,14.0,-31.0,17.0,-1.0,20.0,-43.0,-1.0,15.0,-10.0,30.0,162.0,9.0,26.0,-59.0,-11.0,32.0,-24.0
60142,,,,,,,,,,,,,,,,,,,55.0,86.0,62.0,52.0,1.0,39.0,29.0,-381.0,19.0,-3.0,30.0,41.0,120.0,-187.0,41.0,69.0,-19.0,13.0,254.0,,,,,,,,,,,,,,,,,,,,,,,
60143,,,,,,,,,,,,,,,,,,,94.0,39.0,-12.0,66.0,12.0,33.0,10.0,25.0,-59.0,-10.0,61.0,73.0,-15.0,-26.0,46.0,11.0,12.0,-63.0,-3.0,6.0,-64.0,85.0,-146.0,119.0,,,,,,,,,,,,,,,,,,
60144,,,,,,,,,,,,,,,,,,,,,,84.0,112.0,-26.0,111.0,-13.0,15.0,-8.0,2.0,-47.0,50.0,24.0,209.0,-4.0,-70.0,-53.0,126.0,-125.0,30.0,-200.0,52.0,-45.0,55.0,63.0,-21.0,-27.0,-17.0,-5.0,-16.0,-51.0,37.0,-78.0,177.0,63.0,13.0,,,,,
60150,,,,,,,,,,,,,,,,,,,,,,40.0,-23.0,-3.0,87.0,40.0,-121.0,77.0,45.0,-54.0,-98.0,127.0,155.0,0.0,11.0,17.0,-288.0,103.0,48.0,8.0,25.0,97.0,-69.0,45.0,23.0,-18.0,109.0,-111.0,0.0,65.0,-139.0,157.0,-13.0,-32.0,-43.0,-16.0,-13.0,52.0,-113.0,-47.0
60159,,,,,,,,,,,,,,,,,,,,,,,,-23.0,131.0,-127.0,-15.0,13.0,57.0,90.0,29.0,-23.0,14.0,46.0,-12.0,1.0,60.0,-54.0,29.0,34.0,29.0,35.0,-101.0,-242.0,28.0,198.0,10.0,-112.0,83.0,103.0,-6.0,26.0,-27.0,14.0,5.0,-20.0,89.0,-13.0,-181.0,-72.0
60164,,,,,,,,,,,,,,,,,,,,,,,,23.0,26.0,30.0,31.0,39.0,35.0,4.0,-4.0,-118.0,-73.0,-2.0,8.0,-66.0,135.0,-142.0,133.0,-27.0,12.0,42.0,74.0,52.0,-9.0,19.0,-15.0,-204.0,84.0,-7.0,-22.0,22.0,-61.0,65.0,31.0,-25.0,-12.0,32.0,3.0,-183.0
60173,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,54.0,26.0,16.0,31.0,24.0,20.0,33.0,6.0,-100.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,
60183,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,36.0,28.0,33.0,-173.0,211.0,16.0,-1.0,270.0,53.0,,,,,,,,,,,,,,,,,,,,,,,
60184,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,85.0,35.0,-143.0,94.0,-51.0,31.0,142.0,11.0,41.0,-22.0,33.0,20.0,33.0,1.0,-42.0,-47.0,68.0,-11.0,52.0,19.0,25.0,-40.0,-45.0,0.0,43.0,50.0,-110.0,-45.0,27.0,4.0,95.0,-61.0
60187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,-111.0,157.0,26.0,21.0,27.0,43.0,-1.0,25.0,-21.0,75.0,-51.0,-2.0,50.0,-9.0,17.0,-5.0,64.0,-51.0,11.0,32.0,-4.0,12.0,-2.0,0.0,19.0,1.0,-47.0,67.0,-182.0
60194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,10.0,29.0,7.0,-8.0,42.0,14.0,-97.0,233.0,34.0,-22.0,20.0,-7.0,-13.0,119.0,-48.0,27.0,95.0,-54.0,45.0,-1.0,-33.0,64.0,-55.0,35.0,-19.0,90.0,-110.0,58.0,-105.0
60198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0,273.0,-155.0,-35.0,-15.0,63.0,7.0,53.0,135.0,2.0,69.0,-6.0,-80.0,30.0,146.0,-176.0,-9.0,-103.0,123.0,10.0,-44.0,32.0,98.0,41.0,-50.0,-38.0,57.0,-72.0,-388.0,36.0
60201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,-18.0,-23.0,-3.0,125.0,15.0,13.0,-27.0,11.0,-31.0,42.0,17.0,40.0,21.0,-33.0,-1.0,19.0,9.0,14.0,6.0,-14.0,25.0,11.0,-9.0,34.0,7.0,16.0
60202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,-166.0,68.0,200.0,,,,,,,,,,,,,,,,,,,,,,,
60215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,11.0,112.0,14.0,-25.0,105.0,-10.0,4.0,19.0,-81.0,248.0,74.0,-75.0,-3.0,4.0,-116.0,52.0,36.0,-19.0,-6.0,25.0,-49.0,78.0,21.0,71.0,-97.0
60218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,10.0,-87.0,168.0,14.0,4.0,8.0,-43.0,-85.0,-70.0,-8.0,73.0,68.0,-74.0,-109.0,33.0,114.0,-85.0,-9.0,-68.0,53.0,48.0,36.0,
60220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,13.0,70.0,36.0,35.0,19.0,3.0,40.0,-4.0,7.0,-41.0,42.0,69.0,-47.0,14.0,51.0,114.0,-58.0,-95.0,77.0,-58.0,36.0,-59.0
60223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,-28.0,140.0,-28.0,-62.0,107.0,-262.0,79.0,81.0,197.0,-74.0,-105.0,,,,,,,,,
60225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,9.0,2.0,5.0,6.0,62.0,-4.0,-68.0,82.0,-4.0,-194.0,145.0,10.0,-20.0,19.0,22.0,-61.0,43.0,-37.0,47.0,5.0
60227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.0,166.0,7.0,-25.0,16.0,-25.0,53.0,-4.0,-135.0,180.0,-31.0,53.0,9.0,-26.0,84.0,-34.0,63.0,-5.0,-51.0,74.0,-104.0
60228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,17.0,43.0,-6.0,183.0,-125.0,47.0,-9.0,7.0,1.0,42.0,-62.0,6.0,-26.0,-82.0,-28.0,59.0,-60.0,109.0,-103.0,10.0
60229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,20.0,46.0,-3.0,16.0,18.0,64.0,26.0,12.0,62.0,32.0,-20.0,39.0,-82.0,8.0,-10.0,68.0,-21.0,-5.0,-161.0,21.0
60230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11.0,55.0,-33.0,-4.0,9.0,119.0,52.0,-50.0,90.0,50.0,-13.0,-71.0,16.0,101.0,-11.0,-48.0,145.0,12.0,32.0,-30.0
60231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,35.0,69.0,6.0,50.0,-48.0,63.0,10.0,-14.0,-9.0,23.0,57.0,63.0,-36.0,-9.0,-34.0,-24.0,90.0,-46.0,-5.0,17.0
60232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,10.0,-9.0,-14.0,52.0,-96.0,118.0,-70.0,-37.0,86.0,8.0,133.0,-71.0,-37.0,34.0,49.0,-64.0,92.0,10.0,50.0,12.0
60235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,20.0,-16.0,-7.0,140.0,17.0,73.0,-84.0,-2.0,-19.0,-20.0,-41.0,17.0,134.0,-16.0,16.0,24.0,-11.0,18.0,38.0
60236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,-37.0,54.0,158.0,234.0,38.0,-111.0,70.0,-11.0,-12.0,-2.0,-45.0,128.0,-31.0,-75.0,18.0,74.0,-59.0,23.0,-298.0
60237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,142.0,-133.0,-5.0,-6.0,84.0,39.0,-88.0,111.0,22.0,5.0,-2.0,-32.0,50.0,-6.0,-8.0,83.0,31.0,-180.0,-66.0
60239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,62.0,-82.0,-84.0,23.0,18.0,27.0,23.0,-13.0,-1.0,-2.0,25.0,-26.0,24.0,-15.0,2.0,66.0,10.0,10.0,-28.0
60240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.0,4.0,11.0,-30.0,51.0,5.0,171.0,0.0,71.0,42.0,18.0,-66.0,58.0,5.0,-22.0,-49.0,115.0,-189.0,228.0,-210.0
60241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,161.0,198.0,-221.0,265.0,-93.0,9.0,-4.0,8.0,31.0,-21.0,-9.0,14.0,-2.0,-8.0,19.0,8.0,-10.0,17.0,17.0
60242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,73.0,-8.0,33.0,43.0,64.0,11.0,64.0,-42.0,106.0,-107.0,17.0,4.0,3.0,-9.0,-13.0,29.0,25.0,-28.0,-48.0
60244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,-56.0,81.0,-83.0,6.0,-1.0,34.0,-18.0,-21.0,6.0,63.0,-67.0,22.0,-3.0,39.0,-39.0,72.0,-34.0,32.0,-71.0
60245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,-64.0,-6.0,58.0,4.0,14.0,25.0,16.0,-8.0,8.0,9.0,-12.0,25.0,35.0,94.0,-80.0,-11.0,34.0,-41.0,58.0
60246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,163.0,-19.0,-40.0,117.0,-46.0,-32.0,31.0,-47.0,122.0,-4.0,16.0,-172.0,28.0,-120.0,47.0,63.0,-63.0,29.0,-63.0
60247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,45.0,-176.0,210.0,-93.0,-57.0,-21.0,-58.0,295.0,-12.0,18.0,-9.0,-7.0,20.0,7.0,-1.0,7.0,-26.0,32.0,-5.0
